+---------+------------------------------+---------------------+
| section | audit_name                   | audited_at          |
+---------+------------------------------+---------------------+
| audit   | 06_defiant_and_missing_items | 2026-05-24 15:33:11 |
+---------+------------------------------+---------------------+
+-------+--------------------------------------+-----------+-------+----------+----------+---------+---------+--------------+--------+------------+
| id    | Name                                 | minstatus | price | reqlevel | reclevel | classes | slots   | artifactflag | nodrop | attuneable |
|     202179 | Mystic_Abomin        |                     8 |                18 |                -1 |
|     202233 | Minstrel_Joet        |                     8 |                18 |                -1 |
|     202460 | Channeler_Olaemsa    |                     8 |                18 |                -1 |
|      60069 | Baldoleky_Rockfinder |                     7 |                 1 |                -1 |
|     345004 | Zeflmin_Werlikanin   |                     7 |                10 |                -1 |
|      62009 | Stormy               |                     6 |                 9 |                -1 |
|      62028 | Merchant_Yisasan     |                     6 |                 3 |                -1 |
|     202198 | Cavalier_Aodus       |                     6 |                18 |                -1 |
|     202228 | Primalist_Worenon    |                     6 |                18 |                -1 |
|     202193 | Pathfinder_Vaered    |                     5 |                18 |                -1 |
|     202227 | Primalist_Nydalith   |                     5 |                18 |                -1 |
|      60075 | Hanamaf_Darkfoam     |                     4 |                 6 |                -1 |
|     202161 | Ulin_Velnik          |                     4 |                16 |                -1 |
|     202192 | Pathfinder_Thoajin   |                     4 |                18 |                -1 |
|     202229 | Minstrel_Eoweril     |                     4 |                18 |                -1 |
|     202308 | Zhao_V`karin         |                     4 |                15 |                -1 |
|     202465 | Elementalist_Somata  |                     4 |                18 |                -1 |
|     202467 | Illusionist_Jerupa   |                     4 |                18 |                -1 |
|     202471 | Vicar_Thirana        |                     4 |                18 |                -1 |
|     202181 | Mystic_Pikor         |                     3 |                13 |                -1 |
|     202186 | Reaver_Muron         |                     3 |                13 |                -1 |
|     202191 | Pathfinder_Naend     |                     3 |                13 |                -1 |
|     202201 | Heretic_Ceikon       |                     3 |                13 |                -1 |
|     202206 | Elementalist_Siewth  |                     3 |                13 |                -1 |
|     202211 | Illusionist_Acored   |                     3 |                13 |                -1 |
|     202221 | Vicar_Diarin         |                     3 |                13 |                -1 |
|     202226 | Primalist_Loerith    |                     3 |                13 |                -1 |
|     202231 | Minstrel_Silnon      |                     3 |                13 |                -1 |
|     395068 | Gray_Peacebloom      |                     3 |                12 |                -1 |
|     395125 | Kulvinia_Brightflame |                     3 |                12 |                -1 |
|      62013 | Elle_Leafdancer      |                     2 |                99 |                -1 |
|     202155 | Tana_Clawguard       |                     2 |                18 |                -1 |
|     202159 | Mystic_Abomin        |                     2 |                 9 |                17 |
|     202184 | Reaver_Nydlil        |                     2 |                18 |                -1 |
|     202194 | Cavalier_Waut        |                     2 |                18 |                -1 |
|     202464 | Heretic_Drahura      |                     2 |                18 |                -1 |
|      60000 | Gretta_Mottle        |                     1 |                 8 |                -1 |
|      60019 | Vacto_Molunel        |                     1 |                 9 |                -1 |
|      60035 | Aarina_Ratsbone      |                     1 |                 5 |                -1 |
|      60070 | Aarina_Ratsbone      |                     1 |                 5 |                -1 |
|      61015 | Seria_Woodwind       |                     1 |                99 |                -1 |
|      61019 | Allia_Moondancer     |                     1 |                 9 |                -1 |
|      61045 | Merchant_Issynal     |                     1 |                 5 |                -1 |
|      62014 | Griff_Candleflame    |                     1 |                99 |                -1 |
|     202157 | Larquin_Julinok      |                     1 |                18 |                -1 |
|     202189 | Pathfinder_Viliken   |                     1 |                18 |                -1 |
|     202224 | Primalist_Saosith    |                     1 |                18 |                -1 |
|     202289 | Gaddi_Buruca         |                     1 |                18 |                -1 |
|     202309 | Keshyk_Wardorn       |                     1 |                18 |                -1 |
|     202320 | Wanderer_Astobin     |                     1 |                15 |                17 |
|     202334 | Wanderer_Kedrisan    |                     1 |                 8 |                17 |
|     202343 | Vicar_Ceraen         |                     1 |                 9 |                99 |
|     202463 | Mystic_Goharkora     |                     1 |                18 |                -1 |
|     202499 | Channeler_Keatrem    |                     1 |                 8 |                17 |
+------------+----------------------+-----------------------+-------------------+-------------------+
+------------+----------------------+------+---------+----------------------------------------------------+---------------+---------------+----------------+------------------+
| merchantid | merchant_npc_name    | slot | item    | item_name                                          | min_expansion | max_expansion | level_required | classes_required |
+------------+----------------------+------+---------+----------------------------------------------------+---------------+---------------+----------------+------------------+
|      22115 | Tallik_Jaggedfire    |    1 |   59542 | Spell: Mass Imbue Amber                            |             1 |            -1 |              0 |            65535 |
|      22115 | Tallik_Jaggedfire    |    2 |   59543 | Spell: Mass Imbue Black Pearl                      |             1 |            -1 |              0 |            65535 |
|      22115 | Tallik_Jaggedfire    |    3 |   59544 | Spell: Mass Imbue Black Sapphire                   |             1 |            -1 |              0 |            65535 |
|      22115 | Tallik_Jaggedfire    |    4 |   59545 | Spell: Mass Imbue Diamond                          |             1 |            -1 |              0 |            65535 |
|      22115 | Tallik_Jaggedfire    |    5 |   59546 | Spell: Mass Imbue Emerald                          |             1 |            -1 |              0 |            65535 |
|      22115 | Tallik_Jaggedfire    |    6 |   59547 | Spell: Mass Imbue Fire Opal                        |             1 |            -1 |              0 |            65535 |
|      22115 | Tallik_Jaggedfire    |    7 |   59548 | Spell: Mass Imbue Ivory                            |             1 |            -1 |              0 |            65535 |
|      22115 | Tallik_Jaggedfire    |    8 |   59549 | Spell: Mass Imbue Jade                             |             1 |            -1 |              0 |            65535 |
|      22115 | Tallik_Jaggedfire    |    9 |   59550 | Spell: Mass Imbue Opal                             |             1 |            -1 |              0 |            65535 |
|      22115 | Tallik_Jaggedfire    |   10 |   59551 | Spell: Mass Imbue Peridot                          |             1 |            -1 |              0 |            65535 |
|      22115 | Tallik_Jaggedfire    |   11 |   59552 | Spell: Mass Imbue Plains Pebble                    |             1 |            -1 |              0 |            65535 |
|      22115 | Tallik_Jaggedfire    |   12 |   59553 | Spell: Mass Imbue Rose Quartz                      |             1 |            -1 |              0 |            65535 |
|      22115 | Tallik_Jaggedfire    |   13 |   59554 | Spell: Mass Imbue Ruby                             |             1 |            -1 |              0 |            65535 |
|      22115 | Tallik_Jaggedfire    |   14 |   59555 | Spell: Mass Imbue Sapphire                         |             1 |            -1 |              0 |            65535 |
|      22115 | Tallik_Jaggedfire    |   15 |   59556 | Spell: Mass Imbue Topaz                            |             1 |            -1 |              0 |            65535 |
|      22115 | Tallik_Jaggedfire    |   16 |   59557 | Spell: Mass Purify Mana                            |             1 |            -1 |              0 |            65535 |
|      22115 | Tallik_Jaggedfire    |   17 |   59558 | Spell: Mass Thicken Mana                           |             1 |            -1 |              0 |            65535 |
|      22116 | Palik_Agrolm         |    1 |   59529 | Spell: Mass Clarify Mana                           |             1 |            -1 |              0 |            65535 |
|      22116 | Palik_Agrolm         |    2 |   59530 | Spell: Mass Crystallize Mana                       |             1 |            -1 |              0 |            65535 |
|      22116 | Palik_Agrolm         |    3 |   59531 | Spell: Mass Distill Mana                           |             1 |            -1 |              0 |            65535 |
|      22116 | Palik_Agrolm         |    4 |   59532 | Spell: Mass Enchant Adamantite                     |             1 |            -1 |              0 |            65535 |
|      22116 | Palik_Agrolm         |    5 |   59533 | Spell: Mass Enchant Brellium                       |             1 |            -1 |              0 |            65535 |
|      22116 | Palik_Agrolm         |    6 |   59534 | Spell: Mass Enchant Clay                           |             1 |            -1 |              0 |            65535 |
|      22116 | Palik_Agrolm         |    7 |   59535 | Spell: Mass Enchant Electrum                       |             1 |            -1 |              0 |            65535 |
|      22116 | Palik_Agrolm         |    8 |   59536 | Spell: Mass Enchant Gold                           |             1 |            -1 |              0 |            65535 |
|      22116 | Palik_Agrolm         |    9 |   59537 | Spell: Mass Enchant Mithril                        |             1 |            -1 |              0 |            65535 |
|      22116 | Palik_Agrolm         |   10 |   59538 | Spell: Mass Enchant Platinum                       |             1 |            -1 |              0 |            65535 |
|      22116 | Palik_Agrolm         |   11 |   59539 | Spell: Mass Enchant Silver                         |             1 |            -1 |              0 |            65535 |
|      22116 | Palik_Agrolm         |   12 |   59540 | Spell: Mass Enchant Steel                          |             1 |            -1 |              0 |            65535 |
|      22116 | Palik_Agrolm         |   13 |   59541 | Spell: Mass Enchant Velium                         |             1 |            -1 |              0 |            65535 |
|      22116 | Palik_Agrolm         |   14 |   59542 | Spell: Mass Imbue Amber                            |             1 |            -1 |              0 |            65535 |
|      22116 | Palik_Agrolm         |   15 |   26970 | Spell: Tiny Companion                              |             1 |            -1 |              0 |            65535 |
|      22116 | Palik_Agrolm         |   20 | 2024539 | NULL                                               |             1 |            -1 |              0 |            65535 |
|      22116 | Palik_Agrolm         |   21 | 2024541 | NULL                                               |             1 |            -1 |              0 |            65535 |
|      22116 | Palik_Agrolm         |   22 | 2024540 | NULL                                               |             1 |            -1 |              0 |            65535 |
|      60000 | Gretta_Mottle        |    1 |   57921 | Dwarven Steel                                      |             8 |            -1 |              0 |            65535 |
|      60019 | Vacto_Molunel        |    5 |   81824 | Blessed Water of Brell Serilis                     |             9 |            -1 |              0 |            65535 |
|      60035 | Aarina_Ratsbone      |    1 |   28880 | Black Ceremonial Coffin                            |             5 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |    1 |   34478 | Anthracite Coal                                    |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |    4 |   34479 | Bituminous Coal                                    |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |    5 |   34475 | Black Nitrous Coal                                 |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |    6 |   34537 | Breastplate Template Mold                          |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |    7 |   34480 | Brimstone Coal                                     |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |    8 |   34470 | Brown Coal                                         |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |    9 |   34473 | Brown Nitrous Coal                                 |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   10 |   34529 | Chainmail Arms Template Pattern                    |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   11 |   34528 | Chainmail Belt Template Pattern                    |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   12 |   34533 | Chainmail Boots Template Pattern                   |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   13 |   34530 | Chainmail Bracer Template Pattern                  |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   14 |   34525 | Chainmail Chestguard Template Pattern              |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   15 |   34527 | Chainmail Cloak Template Pattern                   |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   16 |   34522 | Chainmail Coif Template Pattern                    |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   17 |   34524 | Chainmail Collar Template Pattern                  |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   18 |   34523 | Chainmail Faceguard Template Pattern               |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   19 |   34531 | Chainmail Gloves Template Pattern                  |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   20 |   34532 | Chainmail Legplates Template Pattern               |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   21 |   34526 | Chainmail Spaulders Template Pattern               |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   22 |   34467 | Crude Coal                                         |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   24 |   34474 | Dark Brown Coal                                    |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   25 |   34472 | Dull Black Coal                                    |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   28 |   34476 | Lustrous Black Coal                                |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   30 |   17901 | Medicine Bag                                       |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   31 |   34546 | Metal Tempering Chemicals                          |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   32 |   34468 | Natural Coal                                       |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   33 |   34471 | Nitrous Coal                                       |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   34 |   34540 | Plate Belt Template Mold                           |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   35 |   34545 | Plate Boot Template Mold                           |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   36 |   34542 | Plate Bracer Template Mold                         |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   37 |   34539 | Plate Cloak Template Mold                          |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   38 |   34543 | Plate Gauntlet Template Mold                       |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   39 |   34536 | Plate Gorget Template Mold                         |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   40 |   34544 | Plate Greaves Template Mold                        |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   41 |   34534 | Plate Helm Template Mold                           |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   42 |   34538 | Plate Pauldron Template Mold                       |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   43 |   34541 | Plate Vambrace Template Mold                       |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   44 |   34535 | Plate Visor Template Mold                          |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   47 |   34469 | Sulfurous Coal                                     |            12 |            -1 |              0 |            65535 |
|      60037 | Hindaek_Stormhammer  |   49 |   34477 | Toluene Coal                                       |            12 |            -1 |              0 |            65535 |
|      60069 | Baldoleky_Rockfinder |    1 |   93172 | Arnworth                                           |             1 |            -1 |              0 |            65535 |
|      60069 | Baldoleky_Rockfinder |    3 |   93170 | Cententialspore                                    |             1 |            -1 |              0 |            65535 |
|      60069 | Baldoleky_Rockfinder |    8 |   10073 | Dufrenite                                          |             1 |            -1 |              0 |            65535 |
|      60069 | Baldoleky_Rockfinder |   10 |   93169 | Gerti Blossom                                      |             1 |            -1 |              0 |            65535 |
|      60069 | Baldoleky_Rockfinder |   12 |   93171 | Katuka Bark                                        |             1 |            -1 |              0 |            65535 |
|      60069 | Baldoleky_Rockfinder |   18 |   93167 | Small Vial                                         |             1 |            -1 |              0 |            65535 |
|      60069 | Baldoleky_Rockfinder |   20 |   93168 | Tregrum                                            |             1 |            -1 |              0 |            65535 |
|      60070 | Aarina_Ratsbone      |   12 |   28880 | Black Ceremonial Coffin                            |             5 |            -1 |              0 |            65535 |
|      60075 | Hanamaf_Darkfoam     |    4 |   67393 | Deep Fungus Mold                                   |             6 |            -1 |              0 |            65535 |
|      60075 | Hanamaf_Darkfoam     |    5 |   67394 | Distilled Spirits                                  |             6 |            -1 |              0 |            65535 |
|      60075 | Hanamaf_Darkfoam     |   12 |   75847 | Unusual Wine and Ale - Part 1                      |             6 |            -1 |              0 |            65535 |
|      60075 | Hanamaf_Darkfoam     |   13 |   75848 | Unusual Wine and Ale - Part 2                      |             6 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |    3 |   34486 | Cord Filament                                      |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |    4 |   34482 | Crude Filament                                     |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |    5 |   34487 | Fiber Filament                                     |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |    6 |   34491 | Fine Filament                                      |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   10 |   34516 | Leather Belt Template Pattern                      |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   11 |   34521 | Leather Boots Template Pattern                     |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   12 |   34515 | Leather Cloak Template Pattern                     |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   13 |   34519 | Leather Gloves Template Pattern                    |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   14 |   34512 | Leather Gorget Template Pattern                    |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   15 |   34520 | Leather Leggings Template Pattern                  |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   16 |   34511 | Leather Mask Template Pattern                      |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   17 |   34514 | Leather Shoulderpads Template Pattern              |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   18 |   34510 | Leather Skullcap Template Pattern                  |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   19 |   34517 | Leather Sleeves Template Pattern                   |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   20 |   34513 | Leather Tunic Template Pattern                     |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   21 |   34518 | Leather Wristbands Template Pattern                |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   22 |   34494 | Mythical Filament                                  |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   24 |   34483 | Plain Filament                                     |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   25 |   34504 | Silk Belt Template Pattern                         |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   26 |   34509 | Silk Boot Template Pattern                         |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   27 |   34497 | Silk Cap Template Pattern                          |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   28 |   34503 | Silk Cloak Template Pattern                        |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   29 |   34548 | Silk Curing Chemicals                              |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   30 |   34492 | Silk Filament                                      |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   31 |   34507 | Silk Glove Template Pattern                        |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   32 |   34499 | Silk Gorget Template Pattern                       |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   33 |   34498 | Silk Mask Template Pattern                         |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   34 |   34508 | Silk Pant Template Pattern                         |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   35 |   34501 | Silk Robe Template Pattern                         |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   36 |   34502 | Silk Shoulderpad Template Pattern                  |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   37 |   34505 | Silk Sleeve Template Pattern                       |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   38 |   34500 | Silk Tunic Template Pattern                        |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   39 |   34506 | Silk Wristband Template Pattern                    |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   40 |   34914 | Simple Sewing Needle                               |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   55 |   34490 | Soft Filament                                      |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   56 |   34493 | Strand Filament                                    |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   57 |   34488 | String Filament                                    |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   58 |   34547 | Tanning Chemicals                                  |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   59 |   34485 | Thread Filament                                    |            12 |            -1 |              0 |            65535 |
|      60078 | Kalameky_Darkfoam    |   61 |   34484 | Twisted Filament                                   |            12 |            -1 |              0 |            65535 |
|      61015 | Seria_Woodwind       |   15 |   10023 | Jade                                               |            99 |            -1 |              0 |            65535 |
|      61019 | Allia_Moondancer     |    1 |   81825 | Blessed Water of Tunare                            |             9 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |    1 |   34478 | Anthracite Coal                                    |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |    2 |   34479 | Bituminous Coal                                    |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |    3 |   34475 | Black Nitrous Coal                                 |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |    5 |   34537 | Breastplate Template Mold                          |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |    6 |   34480 | Brimstone Coal                                     |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |    7 |   34470 | Brown Coal                                         |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |    8 |   34473 | Brown Nitrous Coal                                 |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |    9 |   34529 | Chainmail Arms Template Pattern                    |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   10 |   34528 | Chainmail Belt Template Pattern                    |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   12 |   34533 | Chainmail Boots Template Pattern                   |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   14 |   34530 | Chainmail Bracer Template Pattern                  |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   15 |   34525 | Chainmail Chestguard Template Pattern              |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   17 |   34527 | Chainmail Cloak Template Pattern                   |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   19 |   34522 | Chainmail Coif Template Pattern                    |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   20 |   34524 | Chainmail Collar Template Pattern                  |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   21 |   34523 | Chainmail Faceguard Template Pattern               |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   23 |   34531 | Chainmail Gloves Template Pattern                  |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   24 |   34532 | Chainmail Legplates Template Pattern               |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   30 |   34526 | Chainmail Spaulders Template Pattern               |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   33 |   34467 | Crude Coal                                         |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   34 |   34474 | Dark Brown Coal                                    |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   35 |   34472 | Dull Black Coal                                    |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   38 |   34476 | Lustrous Black Coal                                |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   39 |   34546 | Metal Tempering Chemicals                          |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   40 |   34468 | Natural Coal                                       |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   41 |   34471 | Nitrous Coal                                       |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   42 |   34540 | Plate Belt Template Mold                           |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   43 |   34545 | Plate Boot Template Mold                           |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   44 |   34542 | Plate Bracer Template Mold                         |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   45 |   34539 | Plate Cloak Template Mold                          |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   46 |   34543 | Plate Gauntlet Template Mold                       |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   47 |   34536 | Plate Gorget Template Mold                         |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   48 |   34544 | Plate Greaves Template Mold                        |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   49 |   34534 | Plate Helm Template Mold                           |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   50 |   34538 | Plate Pauldron Template Mold                       |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   51 |   34541 | Plate Vambrace Template Mold                       |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   52 |   34535 | Plate Visor Template Mold                          |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   56 |   34469 | Sulfurous Coal                                     |            70 |            -1 |              0 |            65535 |
|      61033 | Tanalin_Silverkale   |   57 |   34477 | Toluene Coal                                       |            70 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |    1 |   37799 | Bracelet Mold                                      |            14 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |    3 |   37958 | Delicate Gem Glue Solvent                          |            14 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |    4 |   35960 | Dragon Rune Sketch                                 |            14 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |    5 |   37800 | Earring Mold                                       |            14 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |    7 |   35957 | Embossing Sketch                                   |            14 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |    9 |   95836 | Fine Sand                                          |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   12 |   35958 | Gold Embossing                                     |            14 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   15 |   95837 | Grinding Powder                                    |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   16 |   95815 | Half-Moon Cut Earring Jewelry Mold                 |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   17 |   95822 | Half-Moon Cut Pendant Jewelry Mold                 |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   18 |   95808 | Half-Moon Cut Ring Jewelry Mold                    |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   22 |   37957 | Large Gem Glue Solvent                             |            14 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   24 |   95818 | Marquise Cut Earring Jewelry Mold                  |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   25 |   95825 | Marquise Cut Pendant Jewelry Mold                  |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   26 |   95811 | Marquise Cut Ring Jewelry Mold                     |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   27 |   95814 | Oval Cut Earring Jewelry Mold                      |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   28 |   95821 | Oval Cut Pendant Jewelry Mold                      |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   29 |   95807 | Oval Cut Ring Jewelry Mold                         |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   30 |   95817 | Pear Cut Earring Jewelry Mold                      |            11 |            -1 |              0 |            65535 |
